No.,Time,Source,Destination,Protocol,Length,Info,label
2084,198.180024,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2085,198.180024,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2086,198.180024,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2087,198.180024,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2088,198.180024,34.98.127.226,100.86.186.37,QUIC,896,Protected Payload (KP0),3
2089,198.180024,34.98.127.226,100.86.186.37,QUIC,1287,Protected Payload (KP0),3
2090,198.180837,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2091,198.181173,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2092,198.181325,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2093,198.181434,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2094,198.18157,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2095,198.181686,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2096,198.183991,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2097,198.183991,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2098,198.183991,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2099,198.183991,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2100,198.183991,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2101,198.183991,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2102,198.184928,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2103,198.185134,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2104,198.18523,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2105,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2106,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2107,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2108,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2109,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2110,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2111,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2112,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2113,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2114,198.188458,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
