No.,Time,Source,Destination,Protocol,Length,Info,label
1657,135.949415,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1658,135.949415,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1659,135.95,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1660,135.95,172.253.62.190,100.86.73.172,QUIC,1082,Protected Payload (KP0),0
1661,135.950261,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1662,135.961683,172.253.62.190,100.86.73.172,QUIC,67,Protected Payload (KP0),0
1663,135.962124,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1664,136.270035,100.86.73.172,172.253.62.190,QUIC,214,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1665,136.284469,172.253.62.190,100.86.73.172,QUIC,74,Protected Payload (KP0),0
1666,136.284469,172.253.62.190,100.86.73.172,QUIC,1287,Protected Payload (KP0),0
1667,136.284469,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1668,136.285031,100.86.73.172,172.253.62.190,QUIC,81,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1669,136.286729,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1670,136.286729,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1671,136.286729,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1672,136.286729,172.253.62.190,100.86.73.172,QUIC,1292,Protected Payload (KP0),0
1673,136.288233,172.253.62.190,100.86.73.172,QUIC,556,Protected Payload (KP0),0
1674,136.288397,100.86.73.172,172.253.62.190,QUIC,74,"Protected Payload (KP0), DCID=fbfaf28bfa745a09",0
1675,136.298896,172.253.62.190,100.86.73.172,QUIC,68,Protected Payload (KP0),0
